Rank,price,propertyAddress,typeOfProperty,noOfBeds,foundFloorPlanImage,mapLocation,area,priceRank,areaRank,roomRank,Rank Sum,NW,£/m2
411,625000,"Myddleton Road, Bounds Green, N22",Terraced,3,https://media.rightmove.co.uk/dir/14k/13040/120470306/13040_31316119_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/120470306#/map?channel=RES_BUY,525,321,476,82,879,FALSE,1190.47619
412,430000,"Capitol Way, London",Apartment,2,https://media.rightmove.co.uk/dir/179k/178880/123897644/178880_101541006848_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/123897644#/map?channel=RES_BUY,717,34.5,427,418,879.5,FALSE,
413,450000,"Tower Gardens Road, Tottenham",Terraced,2,https://media.rightmove.co.uk/dir/15k/14497/127911257/14497_102728005958_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127911257#/map?channel=RES_BUY,748,52.5,410.5,418,881,FALSE,601.6042781
414,625000,"Rushgrove Avenue, Colindale, NW9",Semi-Detached,3,https://media.rightmove.co.uk/dir/163k/162890/128029802/162890_ANDER_002796_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128029802#/map?channel=RES_BUY,470,321,481,82,884,TRUE,1329.787234
415,450000,"Loraine Close, Enfield, EN3",Semi-Detached,2,https://media.rightmove.co.uk/dir/25k/24386/126682844/24386_11674311_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126682844#/map?channel=RES_BUY,738,52.5,415.5,418,886,FALSE,609.7560976
416,639995,"Hedge Lane, London",End of Terrace,4,https://media.rightmove.co.uk/dir/7k/6487/128624135/6487_31914847_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128624135#/map?channel=RES_BUY,0,353.5,524.5,9,887,FALSE,
417,600000,"Chaplin Road, London",Terraced,3,https://media.rightmove.co.uk/dir/140k/139901/116708882/139901_31121403_FLP_00_0001.png,https://www.rightmove.co.uk/properties/116708882#/map?channel=RES_BUY,0,283.5,524.5,82,890,FALSE,
418,600000,"North Way, London, NW9",Semi-Detached,3,https://media.rightmove.co.uk/dir/66k/65598/127188353/65598_KBS220414_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127188353#/map?channel=RES_BUY,0,283.5,524.5,82,890,TRUE,#DIV/0!
419,600000,"Tadworth Road, London, NW2",Terraced,3,https://media.rightmove.co.uk/dir/11k/10007/125829002/10007_25061880_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/125829002#/map?channel=RES_BUY,0,283.5,524.5,82,890,TRUE,#DIV/0!
420,700000,"Barrenger Road, London, N10",End of Terrace,3,https://media.rightmove.co.uk/dir/204k/203468/121980485/203468_1337312-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/121980485#/map?channel=RES_BUY,958,531.5,281.5,82,895,FALSE,
421,550000,"Puller Road, Barnet",Terraced,2,https://media.rightmove.co.uk/dir/17k/16892/128159099/16892_31878327_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128159099#/map?channel=RES_BUY,938,180,297,418,895,FALSE,586.3539446
422,400000,"Lyne Court, Sunnymead Road, Kingsbury, NW9",Maisonette,2,https://media.rightmove.co.uk/dir/5k/4571/122803391/4571_KGB210157_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/122803391#/map?channel=RES_BUY,615,18.5,464,418,900.5,TRUE,650.4065041
423,465000,"Hawfinch House, 1 Moorhen Drive, West Hendon",Apartment,2,https://media.rightmove.co.uk/dir/168k/167138/116243063/167138_TPR1001351_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/116243063#/map?channel=RES_BUY,736,69,417,418,904,FALSE,631.7934783
424,450000,"Burns Road, London, NW10",Flat,2,https://media.rightmove.co.uk/dir/204k/203015/127779824/203015_1261032-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127779824#/map?channel=RES_BUY,705,52.5,434,418,904.5,TRUE,638.2978723
425,450000,"Field Mead, Mill Hill, London, NW7",Terraced,2,https://media.rightmove.co.uk/dir/8k/7313/126555545/7313_MIH220144_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126555545#/map?channel=RES_BUY,700,52.5,436,418,906.5,TRUE,642.8571429
426,400000,"Artesian Grove, New Barnet, Hertfordshire, EN5",Terraced,2,https://media.rightmove.co.uk/dir/30k/29165/127322678/29165_BRN130239_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127322678#/map?channel=RES_BUY,559,18.5,474,418,910.5,FALSE,715.5635063
427,435000,"Chesthunte Road, Tottenham, London, N17",Terraced,2,https://media.rightmove.co.uk/dir/74k/73589/126419444/73589_HAR210276_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126419444#/map?channel=RES_BUY,646,39,453.5,418,910.5,FALSE,673.374613
428,475000,"Gordon Road, Enfield",Cottage,2,https://media.rightmove.co.uk/dir/32k/31187/128101343/31187_8822250_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128101343#/map?channel=RES_BUY,753,83.5,409,418,910.5,FALSE,630.810093
429,450000,"Roundwood Road, Roundwood Park",Flat,2,https://media.rightmove.co.uk/dir/51k/50343/85808232/50343_31723596_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/85808232#/map?channel=RES_BUY,688,52.5,441,418,911.5,FALSE,
430,624950,"Berkeley Gardens, London",Terraced,3,https://media.rightmove.co.uk/dir/7k/6487/127563563/6487_31831579_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127563563#/map?channel=RES_BUY,0,306.5,524.5,82,913,FALSE,#DIV/0!
431,410000,"Chapter Road, Willesden Green, London, NW2",Flat,2,https://media.rightmove.co.uk/dir/72k/71401/121360289/71401_1198241_FLP_00_0000.png,https://www.rightmove.co.uk/properties/121360289#/map?channel=RES_BUY,588,25,470.5,418,913.5,TRUE,697.2789116
432,500000,"Berkeley Crescent, Barnet, EN4",Terraced,2,https://media.rightmove.co.uk/dir/204k/203429/128154245/203429_1445100-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128154245#/map?channel=RES_BUY,806,114.5,381.5,418,914,FALSE,620.3473945
433,545000,Armstrong Crescent,Semi-Detached,2,https://media.rightmove.co.uk/dir/17k/16892/126349751/16892_31650270_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126349751#/map?channel=RES_BUY,884,161.5,336,418,915.5,FALSE,616.5158371
434,700000,"Ridge Road,  Childs Hill, NW2",Terraced,3,https://media.rightmove.co.uk/dir/7k/6263/127969715/6263_MRL_MRL_LFSYCL_637_831187737_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127969715#/map?channel=RES_BUY,930,531.5,306,82,919.5,TRUE,752.688172
435,485000,"Knebworth House, Londesborough Road, Stoke Newington, London, N16",Flat,2,https://media.rightmove.co.uk/dir/102k/101870/123455132/101870_97893_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/123455132#/map?channel=RES_BUY,754,95.5,408,418,921.5,FALSE,
436,420000,"Chapter Road, Willesden Green, London, NW2",Flat,2,https://media.rightmove.co.uk/dir/72k/71401/121360286/71401_1198240_FLP_00_0000.png,https://www.rightmove.co.uk/properties/121360286#/map?channel=RES_BUY,492,27.5,479,418,924.5,TRUE,853.6585366
437,680000,"Falloden Way, Hampstead Garden Suburb, NW11",Terraced,3,https://media.rightmove.co.uk/dir/7k/6263/127986527/6263_MRL_MRL_LFSYCL_637_831180158_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127986527#/map?channel=RES_BUY,840,478.5,365.5,82,926,TRUE,809.5238095
438,400000,"Warwick Road, Edmonton, N18",Terraced,2,https://media.rightmove.co.uk/dir/7k/6550/127966505/6550_31863485_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127966505#/map?channel=RES_BUY,263,18.5,490,418,926.5,FALSE,
439,625000,"Chequers Way, Palmers Green, London N13",Terraced,3,https://media.rightmove.co.uk/dir/10k/9316/127675481/9316_31839277_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127675481#/map?channel=RES_BUY,0,321,524.5,82,927.5,FALSE,#DIV/0!
440,625000,"Doggetts Close, Barnet, North London, EN4",End of Terrace,3,https://media.rightmove.co.uk/dir/95k/94804/120579863/94804_doggetts_FLP_00_0000.png,https://www.rightmove.co.uk/properties/120579863#/map?channel=RES_BUY,0,321,524.5,82,927.5,FALSE,#DIV/0!
441,625000,"Mayfair Gardens, London, N17",End of Terrace,3,https://media.rightmove.co.uk/dir/244k/243608/128102075/243608_HSS253306_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128102075#/map?channel=RES_BUY,0,321,524.5,82,927.5,FALSE,#DIV/0!
442,435000,"Chesthunte Road, London, N17",Terraced,2,https://media.rightmove.co.uk/dir/33k/32061/127425635/32061_PSR220304_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127425635#/map?channel=RES_BUY,565,39,473,418,930,FALSE,
443,550000,"Goodhall Street, London, NW10",Cottage,2,https://media.rightmove.co.uk/dir/62k/61552/126357386/61552_25141056_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126357386#/map?channel=RES_BUY,893,180,332,418,930,TRUE,615.9014558
444,500000,"Birchen Grove, London, NW9",Semi-Detached,2,https://media.rightmove.co.uk/dir/11k/10007/127001558/10007_25234232_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127001558#/map?channel=RES_BUY,775,114.5,398.5,418,931,TRUE,645.1612903
445,650000,"Oaklands Road, Willesden Green, London",End of Terrace,4,https://media.rightmove.co.uk/dir/140k/139901/124733090/139901_31624002_FLP_00_0000.png,https://www.rightmove.co.uk/properties/124733090#/map?channel=RES_BUY,0,401,524.5,9,934.5,FALSE,#DIV/0!
446,650000,"Peartree Road, Enfield, EN1",Semi-Detached,4,https://media.rightmove.co.uk/dir/244k/243608/126983021/243608_HSS228502_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126983021#/map?channel=RES_BUY,0,401,524.5,9,934.5,FALSE,#DIV/0!
447,650000,"Village Way, London, NW10",Terraced,4,https://media.rightmove.co.uk/dir/11k/10007/126551330/10007_25071995_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126551330#/map?channel=RES_BUY,0,401,524.5,9,934.5,TRUE,#DIV/0!
448,519950,"Bittacy Road, London, NW7",Terraced,2,https://media.rightmove.co.uk/dir/52k/51420/127292327/51420_MHL220154_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127292327#/map?channel=RES_BUY,799,132,385,418,935,TRUE,650.7509387
449,700000,"Salcombe Lodge, 1 Lissenden Gardens, London, NW5",Apartment,3,https://media.rightmove.co.uk/dir/106k/105559/126464489/105559_62415_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126464489#/map?channel=RES_BUY,904,531.5,323,82,936.5,TRUE,774.3362832
450,500000,"Falloden Way, Hampstead Garden Suburb",Semi-Detached,2,https://media.rightmove.co.uk/dir/57k/56618/124925288/56618_4468_FLP_00_0003.jpeg,https://www.rightmove.co.uk/properties/124925288#/map?channel=RES_BUY,756,114.5,406,418,938.5,FALSE,661.3756614
451,650000,"Dors Close, Kingsbury, NW9",Semi-Detached,3,https://media.rightmove.co.uk/dir/163k/162890/124909322/162890_ANDER_003013_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/124909322#/map?channel=RES_BUY,634,401,459,82,942,TRUE,1025.236593
452,325000,"Webb Place, North Acton, London, NW10",House,2,https://media.rightmove.co.uk/dir/220k/219074/128405954/219074_1219722_FLP_00_0000.png,https://www.rightmove.co.uk/properties/128405954#/map?channel=RES_BUY,0,1,524.5,418,943.5,TRUE,#DIV/0!
453,630000,"Hewitt Avenue, London, N22",Terraced,3,https://media.rightmove.co.uk/dir/182k/181745/85437399/181745_RX153286_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/85437399#/map?channel=RES_BUY,0,337.5,524.5,82,944,FALSE,#DIV/0!
454,465000,"Morell Close, Barnet, EN5",Terraced,2,https://media.rightmove.co.uk/dir/204k/203429/127812413/203429_1407189-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127812413#/map?channel=RES_BUY,623,69,463,418,950,FALSE,746.388443
455,650000,"Seaford Road, London, N15 5DU",Terraced,2,https://media.rightmove.co.uk/dir/166k/165956/128319743/165956_31881374_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128319743#/map?channel=RES_BUY,1159,401,132,418,951,FALSE,
456,635000,"St. Loy's Road, London",Terraced,3,https://media.rightmove.co.uk/dir/9k/8164/127467467/8164_31824690_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127467467#/map?channel=RES_BUY,0,344.5,524.5,82,951,FALSE,
457,500000,"Queens Avenue, London, N10",Flat,2,https://media.rightmove.co.uk/dir/125k/124672/126075437/124672_29FQUEENS_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126075437#/map?channel=RES_BUY,716.9,114.5,428,418,960.5,FALSE,697.4473427
458,400000,"Aberdeen Road, Edmonton, N18",Terraced,2,https://media.rightmove.co.uk/dir/7k/6550/128163548/6550_31878663_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128163548#/map?channel=RES_BUY,0,18.5,524.5,418,961,FALSE,#DIV/0!
459,685000,"Roe Green, Kingsbury, NW9",Detached,4,https://media.rightmove.co.uk/dir/163k/162890/127068566/162890_ANDER_002748_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127068566#/map?channel=RES_BUY,592,485,468,9,962,TRUE,1157.094595
460,637000,"Gentlemans Row, Enfield, EN2",Terraced,2,https://media.rightmove.co.uk/dir/104k/103727/124945892/103727_BHO220776_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/124945892#/map?channel=RES_BUY,1060,349.5,196,418,963.5,FALSE,600.9433962
461,525000,"High Road, Willesden",Terraced,2,https://media.rightmove.co.uk/dir/238k/237251/107977502/237251_102658004902_FLP_00_0000.png,https://www.rightmove.co.uk/properties/107977502#/map?channel=RES_BUY,755,142,407,418,967,FALSE,695.3642384
462,649950,"Fernside Avenue, Mill Hill",Semi-Detached,3,https://media.rightmove.co.uk/dir/11k/10982/128184401/10982_RJE1002198_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128184401#/map?channel=RES_BUY,0,361.5,524.5,82,968,FALSE,#DIV/0!
463,700000,"Hampden Way, Southgate, London, N14",Terraced,3,https://media.rightmove.co.uk/dir/158k/157739/127032932/157739_BDC220917_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127032932#/map?channel=RES_BUY,854,531.5,356,82,969.5,FALSE,819.6721311
464,425000,"Dimsdale Drive, Enfield",Terraced,2,https://media.rightmove.co.uk/dir/13k/12585/127339949/12585_31814933_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127339949#/map?channel=RES_BUY,0,31,524.5,418,973.5,FALSE,#DIV/0!
465,575000,"Harlesden Gardens, Harlesden",Flat,2,https://media.rightmove.co.uk/dir/51k/50343/125415719/50343_31676808_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/125415719#/map?channel=RES_BUY,889,222.5,333,418,973.5,FALSE,646.7941507
466,430000,"Colwyn Green, Snowdon Drive, NW9",Terraced,2,https://media.rightmove.co.uk/dir/12k/11432/126014006/11432_0025_HRT002509792_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126014006#/map?channel=RES_BUY,0,34.5,524.5,418,977,TRUE,#DIV/0!
467,430000,"Bedwell Road, London",Terraced,2,https://media.rightmove.co.uk/dir/9k/8164/126610175/8164_31763007_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126610175#/map?channel=RES_BUY,0,34.5,524.5,418,977,FALSE,
468,500000,"The Burroughs, Hendon, NW4",Semi-Detached,2,https://media.rightmove.co.uk/dir/7k/6263/85491030/6263_MRL_MRL_LFSYCL_637_831154856_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/85491030#/map?channel=RES_BUY,653,114.5,448,418,980.5,TRUE,765.6967841
469,435000,"Chesthunte Road, London",Terraced,2,https://media.rightmove.co.uk/dir/15k/14497/126582920/14497_102728005907_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126582920#/map?channel=RES_BUY,0,39,524.5,418,981.5,FALSE,
470,475000,"Landseer Road, Enfield",Semi-Detached,2,https://media.rightmove.co.uk/dir/13k/12585/126342593/12585_31743463_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126342593#/map?channel=RES_BUY,436,83.5,483,418,984.5,FALSE,1089.449541
471,525000,"Hillside Grove, London",Terraced,2,https://media.rightmove.co.uk/dir/30k/29709/127900448/29709_31817634_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127900448#/map?channel=RES_BUY,721,142,426,418,986,FALSE,
472,475000,"Burder Road, London, N1",Flat,2,https://media.rightmove.co.uk/dir/127k/126928/127696796/126928_1741_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127696796#/map?channel=RES_BUY,421,83.5,486,418,987.5,FALSE,
473,600000,"Granville Road, London, N22",Terraced,2,https://media.rightmove.co.uk/dir/192k/191252/84884247/191252_PRI220100_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/84884247#/map?channel=RES_BUY,951,283.5,286,418,987.5,FALSE,
474,500000,"Tollington Park, London",Apartment,2,https://media.rightmove.co.uk/dir/15k/14497/126165584/14497_102728005894_FLP_00_0000.png,https://www.rightmove.co.uk/properties/126165584#/map?channel=RES_BUY,637,114.5,458,418,990.5,FALSE,
475,675000,"Avenue Road, London",End of Terrace,4,https://media.rightmove.co.uk/dir/12k/11485/126227081/11485_0203_HRT020309021_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126227081#/map?channel=RES_BUY,0,458,524.5,9,991.5,FALSE,#DIV/0!
476,675000,"Bagshot Road, Enfield",Terraced,4,https://media.rightmove.co.uk/dir/7k/6487/127791368/6487_31847301_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127791368#/map?channel=RES_BUY,0,458,524.5,9,991.5,FALSE,#DIV/0!
477,510000,"Morley Avenue, Noel Park, London, N22",Terraced,2,https://media.rightmove.co.uk/dir/37k/36308/96593653/36308_HAR180718_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/96593653#/map?channel=RES_BUY,661,128.5,446,418,992.5,FALSE,771.5582451
478,560000,"Selwyn Road, Harlesden , London, NW10",Terraced,2,https://media.rightmove.co.uk/dir/62k/61552/125879006/61552_25068380_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/125879006#/map?channel=RES_BUY,814,197.5,377,418,992.5,TRUE,687.960688
479,525000,"Enfield Road, London, N1",Apartment,2,https://media.rightmove.co.uk/dir/48k/47640/127342136/47640_31811701_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342136#/map?channel=RES_BUY,705,142,434,418,994,FALSE,744.6808511
480,500000,"Enfield Road, London, N1",Apartment,2,https://media.rightmove.co.uk/dir/48k/47640/127342154/47640_31811698_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342154#/map?channel=RES_BUY,628,114.5,462,418,994.5,FALSE,796.1783439
481,450000,"Leighton Road, Enfield, EN1",Terraced,2,https://media.rightmove.co.uk/dir/194k/193406/122781767/193406_fd845e96-1481-4b47-883e-5356b380423f_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/122781767#/map?channel=RES_BUY,0,52.5,524.5,418,995,FALSE,#DIV/0!
482,535000,"Hillside Grove, Southgate, N14",Terraced,2,https://media.rightmove.co.uk/dir/83k/82874/123531275/82874_31511537_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/123531275#/map?channel=RES_BUY,722,155.5,424.5,418,998,FALSE,
483,500000,"Birchington Road, Kilburn, NW6",Flat,2,https://media.rightmove.co.uk/dir/204k/203015/126591791/203015_1014771-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126591791#/map?channel=RES_BUY,603,114.5,467,418,999.5,TRUE,829.1873964
484,699950,"Burns Road, London, NW10 4DX",Terraced,4,https://media.rightmove.co.uk/dir/91k/90035/128580479/90035_31909486_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128580479#/map?channel=RES_BUY,1300,499.5,491,9,999.5,TRUE,538.4230769
485,575000,"Coverdale Road, Brondesbury, London, NW2",Flat,2,https://media.rightmove.co.uk/dir/72k/71401/128405939/71401_1219528_FLP_00_0000.png,https://www.rightmove.co.uk/properties/128405939#/map?channel=RES_BUY,841,222.5,364,418,1004.5,TRUE,683.7098692
486,500000,"Clyde Road, South Tottenham, London",Terraced,2,https://media.rightmove.co.uk/dir/15k/14497/127512950/14497_102728005946_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127512950#/map?channel=RES_BUY,552,114.5,475,418,1007.5,FALSE,
487,585000,"North Grove, London, N15",Terraced,2,https://media.rightmove.co.uk/dir/33k/32061/127078589/32061_PSR220274_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127078589#/map?channel=RES_BUY,877,249,340.5,418,1007.5,FALSE,667.0467503
488,650000,"Woodhouse Road, North Finchley",Terraced,3,https://media.rightmove.co.uk/dir/8k/7034/126366284/7034_1472_AUSC_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126366284#/map?channel=RES_BUY,0,401,524.5,82,1007.5,FALSE,
489,650000,"Glynfield Road, London",Terraced,3,https://media.rightmove.co.uk/dir/91k/90035/114119213/90035_30987050_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/114119213#/map?channel=RES_BUY,0,401,524.5,82,1007.5,FALSE,
490,650000,"Greyhound Road, London",Terraced,3,https://media.rightmove.co.uk/dir/9k/8164/127853408/8164_31851823_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127853408#/map?channel=RES_BUY,0,401,524.5,82,1007.5,FALSE,
491,650000,"Viceroy Place, Viceroy Close, East Finchley, London, N2",Semi-Detached,3,https://media.rightmove.co.uk/dir/14k/13096/116892482/13096_EAF150239_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/116892482#/map?channel=RES_BUY,0,401,524.5,82,1007.5,FALSE,
492,650000,"Brunswick Park Road, London, N11",House,3,https://media.rightmove.co.uk/dir/40k/39482/127252523/39482_HCE220239_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127252523#/map?channel=RES_BUY,0,401,524.5,82,1007.5,FALSE,
493,550000,"Tower Gardens Road, Tottenham",End of Terrace,2,https://media.rightmove.co.uk/dir/25k/24404/123503462/24404_11504530_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/123503462#/map?channel=RES_BUY,747,180,412.5,418,1010.5,FALSE,736.2784471
494,465000,"Churchbury Road, Enfield",Terraced,2,https://media.rightmove.co.uk/dir/13k/12585/125750003/12585_31699410_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/125750003#/map?channel=RES_BUY,0,69,524.5,418,1011.5,FALSE,#DIV/0!
495,540000,"Fakenham Close, Mill Hill, NW7",Terraced,2,https://media.rightmove.co.uk/dir/236k/235829/120916877/235829_102397002987_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/120916877#/map?channel=RES_BUY,692,160,439,418,1017,TRUE,780.3468208
496,679950,"Hampden Way, Southgate N14",Semi-Detached,3,https://media.rightmove.co.uk/dir/131k/130810/120809606/130810_102596001810_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/120809606#/map?channel=RES_BUY,606,475,466,82,1023,FALSE,1122.029703
497,475000,"Carrick Gardens, London, N17",Terraced,2,https://media.rightmove.co.uk/dir/244k/243608/127073987/243608_HSS250092_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127073987#/map?channel=RES_BUY,0,83.5,524.5,418,1026,FALSE,#DIV/0!
498,615000,Pymmes Road,Terraced,2,https://media.rightmove.co.uk/dir/39k/38480/126010424/38480_102728005872_FLP_00_0000.png,https://www.rightmove.co.uk/properties/126010424#/map?channel=RES_BUY,931,303,305,418,1026,FALSE,
499,550000,"Deacon Road, Dollis Hill, NW2",Flat,2,https://media.rightmove.co.uk/dir/204k/203015/126400952/203015_1403609-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126400952#/map?channel=RES_BUY,711,180,429.5,418,1027.5,TRUE,773.5583685
500,590000,"Solway Road, Wood Green, N22",Terraced,2,https://media.rightmove.co.uk/dir/32k/31274/123300641/31274_102951004593_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/123300641#/map?channel=RES_BUY,850,256,361,418,1035,FALSE,694.1176471
501,550000,"Morley Avenue, Wood Green",End of Terrace,2,https://media.rightmove.co.uk/dir/15k/14497/127667657/14497_102728005899_FLP_01_0000.jpeg,https://www.rightmove.co.uk/properties/127667657#/map?channel=RES_BUY,658,180,447,418,1045,FALSE,835.8662614
502,575000,"Gentlemans Row, Enfield, EN2",House,2,https://media.rightmove.co.uk/dir/238k/237770/127104557/237770_ENF220084_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127104557#/map?channel=RES_BUY,758,222.5,405,418,1045.5,FALSE,758.5751979
503,550000,"Priory Park Road, Kilburn, NW6",Flat,2,https://media.rightmove.co.uk/dir/204k/203015/128257844/203015_1079412-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128257844#/map?channel=RES_BUY,650,180,451.5,418,1049.5,TRUE,846.1538462
504,570000,"Chase Road, London, N14",Terraced,2,https://media.rightmove.co.uk/dir/1k/581/127938719/581_SOC220134_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127938719#/map?channel=RES_BUY,707,204.5,432,418,1054.5,FALSE,
505,550000,"Hawthorn Road, Hornsey, London, N8",Maisonette,2,https://media.rightmove.co.uk/dir/85k/84073/124827797/84073_1207730_FLP_02_0000.png,https://www.rightmove.co.uk/properties/124827797#/map?channel=RES_BUY,639,180,457,418,1055,FALSE,
506,560000,"Howard Court, Howard Road, London, N15",Maisonette,2,https://media.rightmove.co.uk/dir/231k/230099/127190822/230099_How1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127190822#/map?channel=RES_BUY,678,197.5,443,418,1058.5,FALSE,
507,565000,"Chambers Lane, Kensal Rise",Flat,2,https://media.rightmove.co.uk/dir/51k/50343/125175542/50343_31659852_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/125175542#/map?channel=RES_BUY,689,201,440,418,1059,FALSE,820.0290276
508,675000,"Amber Close, County Gate, Barnet, EN5",Semi-Detached,3,https://media.rightmove.co.uk/dir/8k/7167/126977105/7167_25063734_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126977105#/map?channel=RES_BUY,0,458,524.5,82,1064.5,FALSE,#DIV/0!
509,700000,"Hawthorn Grove, Enfield",End of Terrace,4,https://media.rightmove.co.uk/dir/7k/6487/128677775/6487_31918856_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128677775#/map?channel=RES_BUY,0,531.5,524.5,9,1065,FALSE,#DIV/0!
510,700000,"Brook Road, Neasden, London, NW2",Terraced,4,https://media.rightmove.co.uk/dir/66k/65598/121181429/65598_KBS220094_FLP_00_0002.jpeg,https://www.rightmove.co.uk/properties/121181429#/map?channel=RES_BUY,0,531.5,524.5,9,1065,TRUE,#DIV/0!
511,700000,"Church Hill Road, Barnet",End of Terrace,4,https://media.rightmove.co.uk/dir/12k/11485/125384291/11485_0203_HRT020309731_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/125384291#/map?channel=RES_BUY,0,531.5,524.5,9,1065,FALSE,
512,600000,"Berwick Road, Wood Green",Terraced,2,https://media.rightmove.co.uk/dir/56k/55513/127795316/55513_2270081_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127795316#/map?channel=RES_BUY,826,283.5,372,418,1073.5,FALSE,726.3922518
